product_key,brand,brand_source,product_name,original_name,ingredients_raw,energy_kcal,price_per_day,product_url,type_of_food,dog_ages,form,source,import_timestamp
farmina_natural_delicious_ancestral_grain_puppy_ma|dry,Unknown,default,Farmina Natural & Delicious Ancestral Grain Puppy Maxi,Farmina Natural & Delicious Ancestral Grain Puppy Maxi Review,"Fresh Boneless Chicken (20%), Dehydrated Chicken Meat (20%), Spelt (10%), Oats (10%), Chicken Fat, Dehydrated Whole Eggs, Fresh Herring, Dehydrated Herring, Hydrolyzed Fish Proteins, Dried Beet Pulp, Fish Oil, Fiber Vegetable of Peas, Dried Carrots, Dried Alfalfa, Inulin, Fructooligosaccharides, Mannan-Oligosaccharides, Pomegranate Powder (0.5%), Dehydrated Apple, Spinach Powder, Psyllium (0.3%), Powdered Blackcurrant, Dehydrated Sweet Orange, Powdered Blueberries, Sodium Chloride, Dried Brewer's Yeast, Turmeric Root (0.2%), Glucosamine, Chondroitin Sulfate, Marigold Extract (Source of Lutein).",443.8,1.31,https://www.allaboutdogfood.co.uk/dog-food-reviews/1543/farmina-natural-and-delicious-ancestral-grain-puppy-maxi,Complete Dry extruded,From weaning to 15 months,dry,allaboutdogfood,2025-09-15T13:49:40.689285
ci_tickety_boo|dry,Unknown,default,Ci Tickety Boo,Ci Tickety Boo Review,"Duck 50% (Freshly Prepared Duck 28%, Dried Duck 20%, Duck Stock 2%), Sweet Potato (26%), Peas (6%), Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Orange (0.3%), Cranberry, FOS (96 mg/kg), MOS (24 mg/kg).",371.0,0.77,https://www.allaboutdogfood.co.uk/dog-food-reviews/1649/ci-tickety-boo,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689321
virbac_veterinary_hpm_adult_small_toy|dry,Unknown,default,Virbac Veterinary HPM Adult Small & Toy,Virbac Veterinary HPM Adult Small & Toy Review,"Dehydrated Pork and Poultry Protein, Rice (min 7%), Whole Pea, Animal Fat, Hydrolysed Animal Protein, Potato Starch (min. 4%), Lignocellulose Linseed, Field Bean Hulls, Mineral Salts, Beet Pulp, Fructo-Oligosaccharides, Psyllium Fibre, Yeast Betaglucan, Pasteurised Lactobacillus Acidophilus.",358.0,1.22,https://www.allaboutdogfood.co.uk/dog-food-reviews/2136/virbac-veterinary-hpm-adult-small-and-toy,Complete Dry extruded,From 10 months to 10 years,dry,allaboutdogfood,2025-09-15T13:49:40.689358
naturediet|naturediet_feel_good_grain_free|wet,Naturediet,manufacturer,Naturediet Feel Good Grain Free,Naturediet Feel Good Grain Free Review,"Chicken 60%, Carrot 3.5%, Potato 3.5%, Parsnip 3%, Dried Egg, Dried Seaweed.",122.0,2.43,https://www.allaboutdogfood.co.uk/dog-food-reviews/1638/naturediet-feel-good-grain-free,Complete Wet paté/loaf,From 6 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.689387
engage_mother_puppy|dry,Unknown,default,Engage Mother & Puppy,Engage Mother & Puppy Review,"Dehydrated Salmon Meat, Dehydrated Poultry Meat, Rice, Pearled Barley, Poultry Fat, Sorghum, Dehulled Oats, Full Fat Linseed, Beet Pulp, Natural Digest, Sodium Chloride, Yeast Extract, Chicory Inulin. Antioxidants, Preservatives. Total Meat Content 39%.",,0.9,https://www.allaboutdogfood.co.uk/dog-food-reviews/2301/engage-mother-and-puppy,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689423
wonderdog_adult_grain_free_beef|dry,Unknown,default,Wonderdog Adult Grain Free Beef,Wonderdog Adult Grain Free Beef Review,"Meat Meal 30% (Including minimum 14% Beef), Potato (23%), Sweet Potato (22%), Dried Sugar Beet Pulp, Poultry Fat, Peas, Brewers Yeast, Fish Meal, Whole Linseed, Vitamins & Minerals, 0.05% Glucosamine, 0.025% Chondroitin.",,1.22,https://www.allaboutdogfood.co.uk/dog-food-reviews/2628/wonderdog-adult-grain-free-beef,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689459
rude_dog_food_complete|raw,Unknown,default,Rude Dog Food Complete,Rude Dog Food Complete Review,"Beef Heart 35%, Chicken with Bone 30%, Beef Tripe 10%, Beef Fat 5%, Carrot 5%, Butternut Squash 5%, Seasonal Greens 3%, Beef Kidney 2.5%, Beef Liver 2.5%, Raspberry and Blueberry 1%, Salmon Oil 0.5%, Kelp 0.5%.",,2.24,https://www.allaboutdogfood.co.uk/dog-food-reviews/4136/rude-dog-food-complete,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.689495
naked_dog_active|raw,Unknown,default,Naked Dog Active,Naked Dog Active Review,"Goose with Bone, Beef Tripe, Beef Fat, Beef Kidney, Beef Liver, Carrot, Butternut Squash, Seasonal Greens, Raspberry/ Blueberry, Salmon Oil, Kelp, Oregano. Total 90% Meat Ingredients.",,1.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/2588/naked-dog-active,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.689531
barkingheads|barking_heads_fat_dog_slim|dry,Barking Heads,product_name,Barking Heads Fat Dog Slim,Barking Heads Fat Dog Slim Review,"Chicken 50% (26% Freshly Prepared Free Run Chicken, 21% Dried Chicken, 3% Chicken Gravy), Rice (14%), Oats (12%), Peas (12%), Barley, Potato (7%), Lucerne, Salmon Oil (1%), Minerals, Yeast Products (1000mg/kg), Chicory Root Extract (FOS 1000mg/kg), Seaweed, Glucosamine (500mg/kg), Dried Carrot (500mg/kg), Mixed Herbs (Peppermint, Rosemary, Oregano, Thyme 500mg/kg), Beta Glucans, Chondroitin Sulphate (150mg/kg).",343.0,1.55,https://www.allaboutdogfood.co.uk/dog-food-reviews/0055/barking-heads-fat-dog-slim,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.689564
drveneta|dr_veneta_freezedried_stay_shiny|dry,Dr Veneta,manufacturer,Dr Veneta Freeze-Dried Stay Shiny,Dr Veneta Freeze-Dried Stay Shiny Review,"Turkey (50%), Salmon (30%), Carrot (17%), Blackberry, Beet Pulp, Seaweed, Fermented Saccharomyces Cerevisiae, Chicory Root, Glucosamine, Chondroitin Sulphate, Yucca, Dandelion Root, Green Tea, Hawthorn Leaf, Nettle, Rosehip, Parsley, Chamomile, Lemon Balm.",,7.26,https://www.allaboutdogfood.co.uk/dog-food-reviews/4279/dr-veneta-freeze-dried-stay-shiny,Complete Dry freeze-dried,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689593
green_pantry_skin_coat|dry,Unknown,default,Green Pantry Skin & Coat,Green Pantry Skin & Coat Review,"Chicken 78% (Freshly Prepared Chicken 46%, Dried Chicken 30%, Chicken Stock 2%), Sweet Potato 9%, Potato 6%, Peas 3%, Linseed, Alfalfa, Apple, Pumpkin, Cranberry, Tomato, Carrot, Nettle, Seaweed, Celery Seed, Aniseed, Horehound.",,0.9,https://www.allaboutdogfood.co.uk/dog-food-reviews/1496/green-pantry-skin-and-coat,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689629
technical_lifestages_puppy_junior|dry,Unknown,default,Techni-Cal Lifestages Puppy / Junior,Techni-Cal Lifestages Puppy / Junior Review,"Dehydrated Chicken Turkey and Duck, Wheat, Maize, Chicken Fat, Beet Pulp, Salmon Oil (Cold Pressed), Dried Apple, Brewers Yeast, Linseed, Sodium Chloride, Fructo-Oligosaccharides.",393.0,0.93,https://www.allaboutdogfood.co.uk/dog-food-reviews/0370/techni-cal-lifestages-puppy--junior,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.689666
eukanuba|eukanuba_adult_large_breed_weight_control|dry,Eukanuba,product_name,Eukanuba Adult Large Breed Weight Control,Eukanuba Adult Large Breed Weight Control Review,"Corn, Wheat, Dried Chicken(10%), Turkey (8%), Sorghum, Barley, Dried Beet Pulp (3.4%), Animal Fats, Hydrolysed Animal Proteins, Dried Whole Egg, Potassium Chloride, Calcium Carbonate, Sodium Chloride, Fish Oil, Sodium Hexametaphosphate, Fructooligosaccharides (0.28%), Brewers Yeast, Linseed.",,0.51,https://www.allaboutdogfood.co.uk/dog-food-reviews/0417/eukanuba-adult-large-breed-weight-control,Complete Dry extruded,From 12 months to 6 years,dry,allaboutdogfood,2025-09-15T13:49:40.689699
symplypetfoods|symply_adult_grain_free_trays|wet,Symply Pet Foods,manufacturer,Symply Adult Grain Free Trays,Symply Adult Grain Free Trays Review,"Chicken (72%), Butternut Squash (4%), Peas (3%), Carrots (1%), Minerals, Salmon Oil (0.5%), Alfalfa, Seaweed (0.12%), Prebiotic (Fructooligosaccharide, Yucca Extract).",,4.14,https://www.allaboutdogfood.co.uk/dog-food-reviews/2213/symply-adult-grain-free-trays,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.689729
sausage_dog_sanctuary_food_grainfree_adult|dry,Unknown,default,Sausage Dog Sanctuary Food Grain-Free Adult,Sausage Dog Sanctuary Food Grain-Free Adult Review,"Venison & Salmon 50% (Freshly Prepared Venison 26%, Dried Salmon 19%, Salmon Oil 2.5%, Salmon Stock 2.5%), Sweet Potato (27%), Potato, Peas (6%), Omega 3 Supplement, Linseed, Beet Pulp, Minerals, Vitamins, Vegetable Stock, Mulberry (0.2%), FOS (96 mg/kg), MOS (24 mg/kg)",347.0,0.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/2539/sausage-dog-sanctuary-food-grain-free-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689767
pets_at_home_complete_nutrition_mature_dry|dry,Unknown,default,Pets at Home Complete Nutrition Mature Dry,Pets at Home Complete Nutrition Mature Dry Review,"Cereals, Meat and Animal Derivatives (Including Chicken 14%, Chondroitin 0.025%), Derivatives of Vegetable Origin (Including Chicory Extract 0.1%), Vegetables (Including Peas 5%), Minerals, Oils and Fats, Fish and Fish Derivatives, Yeasts, Molluscs and Crustaceans (Glucosamine 0.05%).",,0.27,https://www.allaboutdogfood.co.uk/dog-food-reviews/4218/pets-at-home-complete-nutrition-mature-dry,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689805
yarrah|yarrah_adult|dry,Yarrah,product_name,Yarrah Adult,Yarrah Adult Review,"Organic Dried Chicken (19.9%), Organic Whole Grain Oats, Organic Yellow Corn, Organic Whole Grain Wheat, Organic Soy Husks, Organic Chicken Fat, Organic Peas, Organic Baobab, Wild Dried MSC* Herring, Organic Hydrolyzed Liver, Organic Sunflower Seed Husks, Minerals, Brewers Yeast. *from an MSC Certified Sustainable FishEry.",346.0,1.16,https://www.allaboutdogfood.co.uk/dog-food-reviews/0940/yarrah-adult,Complete Dry extruded,From 12 months to 8 years,dry,allaboutdogfood,2025-09-15T13:49:40.689840
royalcanin|royal_canin_yorkshire_terrier_puppy|dry,Royal Canin,product_name,Royal Canin Yorkshire Terrier Puppy,Royal Canin Yorkshire Terrier Puppy Review,"Dehydrated Poultry Protein, Rice, Maize Flour, Animal Fats, Vegetable Protein Isolate, Beet Pulp, Hydrolysed Animal Proteins, Fish Oil, Minerals, Soya Oil, Yeasts and Parts Thereof, Fructo-Oligo-Saccharides (0.34%), Hydrolysed Yeast, Borage Oil (0.1%), Yeasts Extracts, Marigold Extract.",,7.39,https://www.allaboutdogfood.co.uk/dog-food-reviews/2857/royal-canin-yorkshire-terrier-puppy,Complete Dry extruded,From 2 months to 10 months,dry,allaboutdogfood,2025-09-15T13:49:40.689872
royalcanin|royal_canin_veterinary_diet_cardiac|dry,Royal Canin,product_name,Royal Canin Veterinary Diet Cardiac,Royal Canin Veterinary Diet Cardiac Review,"Rice, Dehydrated Poultry Protein, Maize Flour, Animal Fats, Maize Gluten, Egg Powder, Hydrolysed Animal Proteins, Beet Pulp, Fish Oil, Vegetable Fibres, Minerals, Soya Oil, Yeasts, Fructo-Oligo-Saccharides (FOS), Green Tea Extract, Marigold Extract, Antioxidants.",,1.4,https://www.allaboutdogfood.co.uk/dog-food-reviews/1997/royal-canin-veterinary-diet-cardiac,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689904
poochmutt|pooch_mutt_single_protein|dry,Pooch & Mutt,manufacturer,Pooch & Mutt Single Protein,Pooch & Mutt Single Protein Review,"Fresh Salmon (50%), Peas, Salmon Oil (7%), Chickpeas, Dried Apple Pulp, Red Lentils (4%), Hydrolysed Yeast (3%), Pumpkin, Dried Spinach, Carrots, Dried Egg Shells, Dried Rosehip (0.2%), Dried Parsnip (0.2%), Dried Blueberries (0.1%), Dried Cranberries (0.1%), Dried Rosemary (0.1%), Dried Thyme (0.1%), Dried Kelp (0.1%), Dried Dill (0.1%), Glucosamine (0.026%), Green Lipped Mussels (0.025%), Chondroitin Sulphate (0.016%), Brewers Yeast (Source of Mannan Oligosaccharides 0.015%), Chicory Root (Source of Fructo Oligosaccharides 0.01%), Dried Turmeric (0.01%), Mojave Yucca (0.01%).",,1.45,https://www.allaboutdogfood.co.uk/dog-food-reviews/4029/pooch-and-mutt-single-protein,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689934
the_pack_crunchy_feast|dry,Unknown,default,The Pack Crunchy Feast,The Pack Crunchy Feast Review,"Dried Potato Flakes, Sweet Lupin Flour 10%, Green Peas 10%, Rapeseed Oil, Rice Protein 7%, Pea Protein 7%, Potato Protein 7%, Dried Sweet Potato 5%, Naked Oats, Hydrolyzed Yeast, Minerals, Peanut Butter, Olive Oil, Dried Alfalfa, Yeast Saccharomyces Cerevisiae 1%, Linseed, Dried Pumpkin, Dried Apple, Algae Oil, Dried Chicory, Fermented Rye 0.1%, Dried Vegetables (Spinach, Tomato, Beetroot), Dried Algae Seaweed, Spirulina, Dried Fruits (Cranberry, Blueberry), Dried Herbs and Spices (Chamomile, Marigold, Nettle, Turmeric, Parsley, Sage).",,2.42,https://www.allaboutdogfood.co.uk/dog-food-reviews/3666/the-pack-crunchy-feast,Complete Dry baked,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689971
wolf_tucker_complete_raw_meals|raw,Unknown,default,Wolf Tucker Complete Raw Meals,Wolf Tucker Complete Raw Meals Review,"90% Chicken & Bone, 10% Fruit & Vegetables (Parsley, Broccoli, Carrot, Apple), Flax Oil, Seagreens Kelp.",176.0,1.33,https://www.allaboutdogfood.co.uk/dog-food-reviews/0555/wolf-tucker-complete-raw-meals,Complete Raw,From 2 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.690009
edgard_cooper_senior_trays|wet,Unknown,default,Edgard & Cooper Senior Trays,Edgard & Cooper Senior Trays Review,"Chicken 42%, Salmon 14%, Minerals, Peas 2%, Sweet Potato 1%, Pumpkin 1%, Broccoli 1%, Cranberries 1%, Parsley 0.1%, Dill 0.1%.",85.0,8.76,https://www.allaboutdogfood.co.uk/dog-food-reviews/3766/edgard-and-cooper-senior-trays,Complete Wet paté/loaf,From 8 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.690047
ydolo|ydolo_dry_adult_chicken|unknown,Ydolo,manufacturer,Ydolo Dry Adult Chicken,Ydolo Dry Adult Chicken Review,"75% Fresh Meat and Wild Caught Fish (45% Chicken, 15% Sardines, 15% Anchovies), 20% Sweet Potato, 3% Health Mix (Banana 4487 mg/kg), Artichoke (4188 mg/kg), Chicory, Alfalfa (2991 mg/kg), Apples (2692 mg/kg), Broccoli (2542 mg/kg), Blueberries (2393 mg/kg) Sprouts (2094 mg/kg), Green Lipped Mussel (1496 mg/kg), Rosemary (1196 mg/kg), Thyme (897 mg/kg), Oregano (598 mg/kg), Milk Thistle, Spirulina, Olive Oil, Yucca), 1% Trout Oil, Glucosamine (1000 mg/kg), Chondroitin (850 mg/kg), MSM (650 mg/kg).",,1.35,https://www.allaboutdogfood.co.uk/dog-food-reviews/4233/ydolo-dry-adult-chicken,Complete Semi-moist,From 12 months to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.690077
pets_at_home_complete_nutrition_dry_adult|dry,Unknown,default,Pets at Home Complete Nutrition Dry Adult,Pets at Home Complete Nutrition Dry Adult Review,"Cereals, Meat and Animal Derivatives (Including Chicken 14%), Derivatives of Vegetable Origin (Including Chicory Extract 0.1%), Vegetables (Including Peas 5%), Minerals, Oils, Fats, Fish, Fish Derivatives, Yeasts.",,0.3,https://www.allaboutdogfood.co.uk/dog-food-reviews/2970/pets-at-home-complete-nutrition-dry-adult,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.690114
tasteofthewild|taste_of_the_wild_adult_tins|wet,Taste of the Wild,product_name,Taste of the Wild Adult Tins,Taste of the Wild Adult Tins Review,"Duck, Duck Broth, Chicken Broth, Chicken Liver, Chicken, Egg, Peas, Natural Flavor, Potato Starch, Sweet Potato, Potatoes, Ocean Fish, Roasted Duck, Roasted Quail, Smoked Turkey, Guar Gum, Sodium Tripolyphosphate, Salt, Calcium Carbonate, Potassium Chloride, Choline Chloride, Dried Chicory Root, Tomatoes, Yucca Schidigera Extract, Blueberries, Raspberries, Iron Proteinate (a Source of Chelated Iron), Zinc Proteinate (a Source of Chelated Zinc).",,4.61,https://www.allaboutdogfood.co.uk/dog-food-reviews/0781/taste-of-the-wild-adult-tins,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.690148
millieswolfheart|millies_wolfheart_surf_turf|dry,Millie's Wolfheart,url,Millies Wolfheart Surf & Turf,Millies Wolfheart Surf & Turf Review,"Dried Fish (17%), Dried Salmon (13%), Freshly Prepared Beef (8%), Freshly Prepared Scallops (8%), Freshly Prepared Whelk (8%), Freshly Prepared Pork (8%), Sweet Potato (8%), Potato, Tapioca, Chickpeas, Pork Fat (5.5%), Salmon Gravy (1.5%), Tomato Pomace, Salmon Oil (1%), Minerals, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Dried Dandelion, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint, Yucca Extract.",372.5,0.89,https://www.allaboutdogfood.co.uk/dog-food-reviews/1372/millies-wolfheart-surf-and-turf,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.690188
jameswellbeloved|james_wellbeloved_small_adult_superfood|dry,James Wellbeloved,product_name,James Wellbeloved Small Adult Superfood,James Wellbeloved Small Adult Superfood Review,"Turkey Meal 27.5%, White Rice 21%, Naked Oats, Brown Rice 11.2%, Turkey Fat 5%, Sugar Beet Pulp, Whole Linseed, Turkey Gravy 2.9%, Kale 2%, Quinoa 2%, Alfalfa Meal, Tomato Pomace, Carrots, Dried Vegetable Stock, Seaweed, Sodium Chloride, Fish Oil, Potassium Chloride, Chicory Extract 0.1%, Calcium Carbonate, Cranberry Extract, Yucca Extract 0.02%.",354.0,2.3,https://www.allaboutdogfood.co.uk/dog-food-reviews/3726/james-wellbeloved-small-adult-superfood,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.690222
naturo_adult_dry|dry,Unknown,default,Naturo Adult Dry,Naturo Adult Dry Review,"Chicken 26% (Chicken Meat Meal 23%, Chicken Digest 3%), Lamb 26% (Fresh Lamb 20%, Lamb Meat Meal 6%), Dried Brown Rice 26%, Dried Peas (10%), Whole Linseed (2%), Poultry Fat (2%), Dried Carrot (2%), Dried Tomato Pomace (0.5%), Seaweed Meal, Brewer's Yeast, Fructo-Oligosaccharides (FOS), Mannan-Oligosaccharides (MOS), Glucosamine, MSM, Chondroitin, Rosemary Extract, Extract of Yucca Schidigera.",367.0,1.01,https://www.allaboutdogfood.co.uk/dog-food-reviews/2649/naturo-adult-dry,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.690258
ardengrange|arden_grange_adult|dry,Arden Grange,product_name,Arden Grange Adult,Arden Grange Adult Review,"Chicken (Chicken Meat Meal 27%, Fresh Chicken 5%), Rice (26%), Maize, Refined Chicken Oil, Beet Pulp, Chicken Digest, Whole Dried Egg, Krill, Yeast, Whole Linseed, Minerals, Prebiotic FOS, Prebiotic MOS, Yucca Extract, Glucosamine, MSM, Chondroitin, Cranberries, Nucleotides.",384.0,0.72,https://www.allaboutdogfood.co.uk/dog-food-reviews/0020/arden-grange-adult,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.690291
bob_lush_light_tasty_wet|wet,Unknown,default,Bob & Lush Light & Tasty Wet,Bob & Lush Light & Tasty Wet Review,"Fresh Salmon (35%), Broth (33%), Sweet Potato (15%), Swede (10%) Lentils (5%), Thickener (1%), Minerals (1%).",,3.33,https://www.allaboutdogfood.co.uk/dog-food-reviews/2458/bob-and-lush-light-and-tasty-wet,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.690328
wildpack_adult|raw,Unknown,default,WildPack Adult,WildPack Adult Review,"Chicken with Bone (75%), Beef Tripe (5%), Beef Kidney
(2.5%), Beef Liver (2.5%), Butternut Squash, Seasonal Green Vegetables, Parsnip, Blueberry, Raspberry, Kelp, Hemp Oil, Wheatgrass Powder.",,2.24,https://www.allaboutdogfood.co.uk/dog-food-reviews/3567/wildpack-adult,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.690364
wonderdog_premium_hypoallergenic_chicken_rice|dry,Unknown,default,Wonderdog Premium Hypoallergenic Chicken & Rice,Wonderdog Premium Hypoallergenic Chicken & Rice Review,"Poultry Meal (26%), White Rice (26%), Whole Maize, Poultry Oil, Whole Oats, Sugar Beet, Brewers Yeast, Whole Linseed, Fish Meal, Mixed Herbs (0.5%), Fructo-Oligosaccharides, Mannan-Oligosaccharides, Joint Care 0.08% (Glucosamine, Chondroitin, MSM), Extract of Yucca Schidigera.",,0.47,https://www.allaboutdogfood.co.uk/dog-food-reviews/1348/wonderdog-premium-hypoallergenic-chicken-and-rice,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.690403
wainwrights|wainwrights_dry_puppy_large_breed|dry,Wainwright's,product_name,Wainwright's Dry Puppy Large Breed,Wainwright's Dry Puppy Large Breed Review,"Turkey 36% (Dried Turkey 31%, Freshly Prepared Turkey 5%), Brown Rice (26%), Whole Grain Barley (15%), Rapeseed Oil, Maize Protein, Beet Pulp (4.5%), Whole Ground Oats (4.5%), Linseed (2%), Seaweed (0.2%), Glucosamine (0.05%), Yucca Extract (0.02%), Chondroitin (0.015%).",,1.54,https://www.allaboutdogfood.co.uk/dog-food-reviews/0050/wainwrights-dry-puppy-large-breed,Complete Dry extruded,From weaning to 18 months,dry,allaboutdogfood,2025-09-15T13:49:40.690436
